Time,Weight (N)
2024-03-05 15:32:45,338.6
2024-03-05 15:32:46,318.9
2024-03-05 15:32:46,302.7
2024-03-05 15:32:47,283.2
2024-03-05 15:32:47,267.1
2024-03-05 15:32:48,247.8
2024-03-05 15:32:48,231.5
2024-03-05 15:32:49,212.4
2024-03-05 15:32:49,196.2
2024-03-05 15:32:50,177.0
2024-03-05 15:32:50,161.3
2024-03-05 15:32:51,142.0
2024-03-05 15:32:51,126.1
2024-03-05 15:32:52,107.1
2024-03-05 15:32:52,91.6
2024-03-05 15:32:53,73.0
2024-03-05 15:32:53,57.5
2024-03-05 15:32:54,39.8
2024-03-05 15:32:54,25.2
2024-03-05 15:32:55,8.3
2024-03-05 15:32:55,1.6
2024-03-05 15:32:56,2.3
2024-03-05 15:32:56,2.4
2024-03-05 15:32:57,2.5
2024-03-05 15:32:57,2.6
2024-03-05 15:32:58,2.6
2024-03-05 15:32:58,2.6
2024-03-05 15:32:59,2.7
2024-03-05 15:32:59,2.7
2024-03-05 15:33:00,2.7
2024-03-05 15:33:00,2.8
2024-03-05 15:33:01,2.8
