Time,Weight (N)
2024-03-05 15:03:35,261.8
2024-03-05 15:03:36,277.8
2024-03-05 15:03:36,297.1
2024-03-05 15:03:37,312.8
2024-03-05 15:03:37,332.3
2024-03-05 15:03:38,348.1
2024-03-05 15:03:38,367.5
2024-03-05 15:03:39,383.8
2024-03-05 15:03:39,402.8
2024-03-05 15:03:40,419.0
2024-03-05 15:03:40,438.1
2024-03-05 15:03:41,451.2
2024-03-05 15:03:41,429.6
2024-03-05 15:03:42,413.1
2024-03-05 15:03:42,393.5
2024-03-05 15:03:43,376.7
2024-03-05 15:03:43,357.2
2024-03-05 15:03:44,340.9
2024-03-05 15:03:44,321.1
2024-03-05 15:03:45,305.0
2024-03-05 15:03:45,285.2
2024-03-05 15:03:46,269.0
2024-03-05 15:03:46,249.5
2024-03-05 15:03:47,233.5
2024-03-05 15:03:47,214.5
2024-03-05 15:03:48,198.4
2024-03-05 15:03:48,179.6
2024-03-05 15:03:49,164.0
2024-03-05 15:03:49,145.1
2024-03-05 15:03:50,129.7
2024-03-05 15:03:50,111.0
2024-03-05 15:03:51,95.6
2024-03-05 15:03:51,77.3
2024-03-05 15:03:52,59.3
2024-03-05 15:03:52,44.8
2024-03-05 15:03:53,27.4
2024-03-05 15:03:53,13.7
2024-03-05 15:03:54,8.9
2024-03-05 15:03:54,25.0
2024-03-05 15:03:55,42.7
2024-03-05 15:03:55,58.0
2024-03-05 15:03:56,76.3
2024-03-05 15:03:56,91.9
2024-03-05 15:03:57,110.7
2024-03-05 15:03:57,125.8
2024-03-05 15:03:58,144.6
2024-03-05 15:03:58,160.0
2024-03-05 15:03:59,178.5
2024-03-05 15:03:59,194.3
2024-03-05 15:04:00,212.9
2024-03-05 15:04:00,228.8
2024-03-05 15:04:01,247.7
2024-03-05 15:04:01,263.7
2024-03-05 15:04:02,282.9
2024-03-05 15:04:02,298.5
2024-03-05 15:04:03,318.0
2024-03-05 15:04:03,334.1
2024-03-05 15:04:04,353.2
2024-03-05 15:04:04,369.4
2024-03-05 15:04:05,388.6
2024-03-05 15:04:05,404.7
2024-03-05 15:04:06,424.0
2024-03-05 15:04:06,440.3
2024-03-05 15:04:07,449.4
2024-03-05 15:04:07,431.1
2024-03-05 15:04:08,411.1
2024-03-05 15:04:08,394.8
2024-03-05 15:04:09,374.9
2024-03-05 15:04:09,358.5
2024-03-05 15:04:10,338.8
2024-03-05 15:04:10,322.5
2024-03-05 15:04:11,303.1
2024-03-05 15:04:11,286.5
2024-03-05 15:04:12,289.1
2024-03-05 15:04:12,251.0
2024-03-05 15:04:13,231.5
2024-03-05 15:04:13,215.7
2024-03-05 15:04:14,196.6
2024-03-05 15:04:14,177.8
2024-03-05 15:04:15,161.9
2024-03-05 15:04:15,143.2
2024-03-05 15:04:16,127.8
2024-03-05 15:04:16,109.1
2024-03-05 15:04:17,93.8
2024-03-05 15:04:17,75.4
2024-03-05 15:04:18,60.4
2024-03-05 15:04:18,42.8
2024-03-05 15:04:19,28.3
2024-03-05 15:04:19,11.9
2024-03-05 15:04:20,4.0
2024-03-05 15:04:20,23.5
2024-03-05 15:04:21,38.4
2024-03-05 15:04:21,56.5
