Time,Weight (N)
2024-03-05 15:17:22,88.9
2024-03-05 15:17:23,74.4
2024-03-05 15:17:23,57.5
2024-03-05 15:17:24,43.5
2024-03-05 15:17:24,27.4
2024-03-05 15:17:25,14.4
2024-03-05 15:17:25,4.6
2024-03-05 15:17:26,20.4
2024-03-05 15:17:26,37.3
2024-03-05 15:17:27,51.3
2024-03-05 15:17:27,68.3
2024-03-05 15:17:28,82.9
2024-03-05 15:17:28,100.5
2024-03-05 15:17:29,115.4
2024-03-05 15:17:29,133.3
2024-03-05 15:17:30,148.4
2024-03-05 15:17:30,166.8
2024-03-05 15:17:31,181.7
2024-03-05 15:17:31,200.2
2024-03-05 15:17:32,215.7
2024-03-05 15:17:32,234.0
2024-03-05 15:17:33,249.4
2024-03-05 15:17:33,267.8
2024-03-05 15:17:34,283.4
2024-03-05 15:17:34,301.9
2024-03-05 15:17:35,317.9
2024-03-05 15:17:35,337.3
2024-03-05 15:17:36,352.9
2024-03-05 15:17:36,372.3
2024-03-05 15:17:37,388.4
2024-03-05 15:17:37,407.5
2024-03-05 15:17:38,423.6
2024-03-05 15:17:38,442.4
2024-03-05 15:17:39,449.0
2024-03-05 15:17:39,427.2
2024-03-05 15:17:40,411.1
2024-03-05 15:17:40,391.3
2024-03-05 15:17:41,374.9
2024-03-05 15:17:41,355.3
2024-03-05 15:17:42,335.9
2024-03-05 15:17:42,319.8
2024-03-05 15:17:43,300.3
2024-03-05 15:17:43,284.6
2024-03-05 15:17:44,265.5
2024-03-05 15:17:44,249.9
2024-03-05 15:17:45,231.1
2024-03-05 15:17:45,215.7
2024-03-05 15:17:46,197.3
2024-03-05 15:17:46,181.7
2024-03-05 15:17:47,163.4
2024-03-05 15:17:47,148.3
2024-03-05 15:17:48,130.1
2024-03-05 15:17:48,115.2
2024-03-05 15:17:49,97.3
2024-03-05 15:17:49,82.7
2024-03-05 15:17:50,65.5
2024-03-05 15:17:50,51.5
2024-03-05 15:17:51,35.3
2024-03-05 15:17:51,21.6
2024-03-05 15:17:52,6.1
2024-03-05 15:17:52,13.0
2024-03-05 15:17:53,30.2
2024-03-05 15:17:53,44.3
2024-03-05 15:17:54,61.4
2024-03-05 15:17:54,75.4
2024-03-05 15:17:55,93.2
2024-03-05 15:17:55,108.0
2024-03-05 15:17:56,125.9
2024-03-05 15:17:56,141.0
2024-03-05 15:17:57,159.0
2024-03-05 15:17:57,174.3
2024-03-05 15:17:58,192.5
2024-03-05 15:17:58,208.0
2024-03-05 15:17:59,226.6
2024-03-05 15:17:59,241.7
2024-03-05 15:18:00,260.4
2024-03-05 15:18:00,275.9
2024-03-05 15:18:01,294.4
2024-03-05 15:18:01,310.1
2024-03-05 15:18:02,329.1
2024-03-05 15:18:02,348.5
2024-03-05 15:18:03,364.2
2024-03-05 15:18:03,383.6
2024-03-05 15:18:04,399.8
2024-03-05 15:18:04,418.8
2024-03-05 15:18:05,434.8
2024-03-05 15:18:05,451.2
2024-03-05 15:18:06,433.4
2024-03-05 15:18:06,413.6
2024-03-05 15:18:07,397.5
2024-03-05 15:18:07,377.8
2024-03-05 15:18:08,361.4
2024-03-05 15:18:08,341.8
2024-03-05 15:18:09,325.7
2024-03-05 15:18:09,306.4
2024-03-05 15:18:10,290.3
2024-03-05 15:18:10,271.6
2024-03-05 15:18:11,255.8
2024-03-05 15:18:11,237.0
2024-03-05 15:18:12,221.6
2024-03-05 15:18:12,202.9
2024-03-05 15:18:13,187.5
2024-03-05 15:18:13,169.0
2024-03-05 15:18:14,153.8
2024-03-05 15:18:14,135.8
2024-03-05 15:18:15,120.6
2024-03-05 15:18:15,102.9
2024-03-05 15:18:16,88.2
2024-03-05 15:18:16,70.8
2024-03-05 15:18:17,56.8
2024-03-05 15:18:17,40.2
2024-03-05 15:18:18,26.5
2024-03-05 15:18:18,10.6
2024-03-05 15:18:19,3.7
2024-03-05 15:18:19,4.0
2024-03-05 15:18:20,4.1
2024-03-05 15:18:20,4.2
2024-03-05 15:18:21,4.2
2024-03-05 15:18:21,4.3
2024-03-05 15:18:22,4.3
2024-03-05 15:18:22,4.3
2024-03-05 15:18:23,4.4
2024-03-05 15:18:23,4.4
2024-03-05 15:18:24,4.4
2024-03-05 15:18:24,4.4
2024-03-05 15:18:25,4.5
2024-03-05 15:18:25,4.5
2024-03-05 15:18:26,4.5
2024-03-05 15:18:26,4.5
2024-03-05 15:18:27,4.5
2024-03-05 15:18:27,4.6
2024-03-05 15:18:28,4.6
2024-03-05 15:18:28,4.6
2024-03-05 15:18:29,4.6
2024-03-05 15:18:29,4.6
2024-03-05 15:18:30,4.6
