Time,Weight (N)
2024-03-05 15:09:36,214.8
2024-03-05 15:09:37,195.9
2024-03-05 15:09:37,180.3
2024-03-05 15:09:38,161.2
2024-03-05 15:09:38,145.6
2024-03-05 15:09:39,126.7
2024-03-05 15:09:39,111.2
2024-03-05 15:09:40,92.6
2024-03-05 15:09:40,77.1
2024-03-05 15:09:41,59.0
2024-03-05 15:09:41,43.6
2024-03-05 15:09:42,26.0
2024-03-05 15:09:42,12.1
2024-03-05 15:09:43,3.6
2024-03-05 15:09:43,3.9
2024-03-05 15:09:44,4.1
2024-03-05 15:09:44,4.2
2024-03-05 15:09:45,4.3
2024-03-05 15:09:45,4.4
2024-03-05 15:09:46,4.5
2024-03-05 15:09:46,4.5
